Time (UTC +01:00 M/d/yyyy h:mm:ss tt),"Minimum (integral(A), Between rulers) (Vs)","Amplitude (integral(A), Between rulers) (Vs)"
2/1/2024 1:23:40 PM,-2.125355E-11,1.143027E-09
2/1/2024 1:23:40 PM,-1.396442E-08,1.376691E-08
2/1/2024 1:23:40 PM,-1.900473E-08,1.878843E-08
2/1/2024 1:23:40 PM,-1.565565E-11,1.06936E-09
2/1/2024 1:23:40 PM,-2.410113E-08,2.378168E-08
2/1/2024 1:23:40 PM,-1.226623E-10,1.495754E-09
2/1/2024 1:23:40 PM,-1.428451E-08,1.409959E-08
2/1/2024 1:23:40 PM,-1.975185E-08,1.956921E-08
2/1/2024 1:23:40 PM,-1.761325E-08,1.748133E-08
2/1/2024 1:23:40 PM,-5.754583E-09,5.731062E-09
2/1/2024 1:23:40 PM,-1.599417E-11,9.23824E-10
2/1/2024 1:23:40 PM,1.49268E-10,1.600657E-09
2/1/2024 1:23:40 PM,8.516855E-11,1.478257E-09
2/1/2024 1:23:41 PM,-3.422151E-09,3.377341E-09
2/1/2024 1:23:41 PM,1.493295E-10,1.554553E-09
2/1/2024 1:23:41 PM,-2.263241E-08,2.244323E-08
2/1/2024 1:23:41 PM,-1.449268E-08,1.438302E-08
2/1/2024 1:23:41 PM,-1.08576E-11,1.168937E-09
2/1/2024 1:23:41 PM,-1.473256E-08,1.299081E-08
2/1/2024 1:23:41 PM,-1.646976E-08,1.636652E-08
2/1/2024 1:23:41 PM,1.706447E-10,1.501587E-09
2/1/2024 1:23:41 PM,-5.347811E-09,5.279365E-09
2/1/2024 1:23:41 PM,-1.169722E-10,1.494845E-09
2/1/2024 1:23:42 PM,6.382258E-11,1.486831E-09
2/1/2024 1:23:42 PM,-1.022683E-08,1.010042E-08
2/1/2024 1:23:42 PM,-8.523927E-10,1.140716E-09
2/1/2024 1:23:42 PM,-1.012324E-08,1.003484E-08
2/1/2024 1:23:42 PM,-7.848794E-10,1.348846E-09
2/1/2024 1:23:42 PM,1.52559E-10,8.151264E-10
2/1/2024 1:23:42 PM,1.279835E-10,1.566769E-09
2/1/2024 1:23:42 PM,-3.794292E-10,1.069334E-09
2/1/2024 1:23:42 PM,-4.034203E-10,9.486428E-10
2/1/2024 1:23:42 PM,-3.305549E-10,1.058213E-09
2/1/2024 1:23:42 PM,-9.805239E-09,9.754026E-09
2/1/2024 1:23:43 PM,-1.171875E-10,1.275165E-09
2/1/2024 1:23:43 PM,-1.172796E-10,1.374062E-09
2/1/2024 1:23:43 PM,-2.289926E-10,1.284086E-09
2/1/2024 1:23:43 PM,-1.835962E-08,1.813589E-08
2/1/2024 1:23:43 PM,-3.353224E-10,1.459397E-09
2/1/2024 1:23:43 PM,-3.627891E-10,1.543609E-09
2/1/2024 1:23:43 PM,-1.153654E-08,1.147168E-08
2/1/2024 1:23:43 PM,-6.500062E-10,1.16386E-09
2/1/2024 1:23:43 PM,-5.432454E-10,1.062354E-09
2/1/2024 1:23:43 PM,-6.242004E-10,1.145149E-09
2/1/2024 1:23:43 PM,-1.855081E-08,1.832172E-08
2/1/2024 1:23:43 PM,1.279835E-10,1.17675E-09
2/1/2024 1:23:44 PM,-7.700788E-09,7.671741E-09
2/1/2024 1:23:44 PM,-1.161079E-09,1.46475E-09
2/1/2024 1:23:44 PM,-5.136429E-12,1.374093E-09
2/1/2024 1:23:44 PM,-1.042722E-11,1.484527E-09
2/1/2024 1:23:44 PM,1.06576E-10,1.469742E-09
2/1/2024 1:23:44 PM,8.799827E-11,1.386967E-09
2/1/2024 1:23:44 PM,-1.250151E-08,1.241459E-08
2/1/2024 1:23:44 PM,-3.315884E-09,3.365684E-09
2/1/2024 1:23:44 PM,-2.124019E-08,2.096997E-08
2/1/2024 1:23:44 PM,-6.300751E-10,1.249654E-09
2/1/2024 1:23:44 PM,-1.081877E-09,1.484448E-09
2/1/2024 1:23:44 PM,-1.868424E-08,1.845356E-08
2/1/2024 1:23:44 PM,-1.227543E-10,1.073728E-09
2/1/2024 1:23:45 PM,-1.771454E-08,1.764597E-08
2/1/2024 1:23:45 PM,-1.250148E-08,1.235237E-08
2/1/2024 1:23:45 PM,-2.921751E-09,2.323742E-09
2/1/2024 1:23:45 PM,-5.241267E-09,5.173562E-09
2/1/2024 1:23:45 PM,-1.706137E-10,1.023553E-09
2/1/2024 1:23:45 PM,-1.835531E-08,1.828606E-08
2/1/2024 1:23:45 PM,1.918369E-10,1.278244E-09
2/1/2024 1:23:45 PM,-2.716535E-10,8.523679E-10
2/1/2024 1:23:45 PM,-1.548422E-08,1.52625E-08
2/1/2024 1:23:45 PM,1.222316E-10,9.379303E-10
2/1/2024 1:23:45 PM,-1.74041E-08,1.781664E-08
2/1/2024 1:23:45 PM,-4.417444E-10,1.063079E-09
2/1/2024 1:23:45 PM,-5.488435E-10,1.171422E-09
2/1/2024 1:23:45 PM,-1.882198E-08,1.862304E-08
2/1/2024 1:23:46 PM,-5.438608E-10,1.174235E-09
2/1/2024 1:23:46 PM,-4.184209E-09,4.189975E-09
2/1/2024 1:23:46 PM,9.781045E-12,1.140682E-09
2/1/2024 1:23:46 PM,-2.770667E-10,1.062553E-09
2/1/2024 1:23:46 PM,-1.975695E-08,1.95131E-08
2/1/2024 1:23:46 PM,-1.317483E-09,1.76878E-09
2/1/2024 1:23:46 PM,-1.116512E-10,1.697504E-09
2/1/2024 1:23:46 PM,-9.491886E-11,1.25776E-09
2/1/2024 1:23:46 PM,-4.613707E-13,4.456288E-10
2/1/2024 1:23:46 PM,1.208477E-10,1.335607E-09
2/1/2024 1:23:46 PM,1.165108E-10,1.354873E-09
2/1/2024 1:23:46 PM,-1.174025E-10,1.480682E-09
2/1/2024 1:23:46 PM,-1.654772E-10,8.482968E-10
2/1/2024 1:23:47 PM,-1.670568E-08,1.663602E-08
2/1/2024 1:23:47 PM,-1.158772E-09,1.567351E-09
2/1/2024 1:23:47 PM,-1.039619E-11,1.173671E-09
2/1/2024 1:23:47 PM,-7.522454E-10,1.051253E-09
2/1/2024 1:23:47 PM,-1.063441E-08,1.045061E-08
2/1/2024 1:23:47 PM,9.055162E-11,1.383036E-09
2/1/2024 1:23:47 PM,-2.689988E-08,2.669647E-08
2/1/2024 1:23:47 PM,-4.159387E-10,1.145379E-09
2/1/2024 1:23:47 PM,-3.889333E-10,8.529396E-10
2/1/2024 1:23:47 PM,8.510703E-11,1.597048E-09
2/1/2024 1:23:47 PM,2.026944E-10,1.376771E-09
2/1/2024 1:23:47 PM,-1.324295E-08,1.308042E-08
2/1/2024 1:23:47 PM,-8.257566E-10,1.066642E-09
2/1/2024 1:23:48 PM,2.026331E-10,1.373324E-09
2/1/2024 1:23:48 PM,-2.288388E-10,1.063184E-09
2/1/2024 1:23:48 PM,-4.472502E-10,1.065293E-09
2/1/2024 1:23:48 PM,8.510703E-11,1.587156E-09
2/1/2024 1:23:48 PM,-2.290844E-10,8.287517E-10
2/1/2024 1:23:48 PM,9.036678E-11,1.283397E-09
2/1/2024 1:23:48 PM,-8.767933E-09,8.767315E-09
2/1/2024 1:23:48 PM,-2.236404E-10,8.586216E-10
2/1/2024 1:23:48 PM,-5.432149E-10,1.060641E-09
2/1/2024 1:23:48 PM,-2.582462E-09,1.922543E-09
2/1/2024 1:23:48 PM,-1.538229E-08,1.52173E-08
2/1/2024 1:23:48 PM,-2.060547E-08,2.032091E-08
2/1/2024 1:23:48 PM,-1.568273E-08,1.472258E-08
2/1/2024 1:23:48 PM,-7.051149E-09,7.390404E-09
2/1/2024 1:23:48 PM,-4.146777E-10,1.149292E-09
2/1/2024 1:23:48 PM,-7.626723E-10,1.381056E-09
2/1/2024 1:23:48 PM,1.235849E-10,1.562838E-09
2/1/2024 1:23:49 PM,-2.463122E-09,2.749779E-09
2/1/2024 1:23:49 PM,1.06576E-10,1.273686E-09
2/1/2024 1:23:49 PM,-2.064777E-10,1.358888E-09
2/1/2024 1:23:49 PM,-6.904679E-09,6.792059E-09
2/1/2024 1:23:49 PM,-2.156518E-08,2.129607E-08
2/1/2024 1:23:49 PM,-1.286968E-08,1.275881E-08
2/1/2024 1:23:49 PM,2.079847E-10,1.480988E-09
2/1/2024 1:23:49 PM,2.343442E-10,1.570855E-09
2/1/2024 1:23:49 PM,8.510703E-11,1.2049E-09
2/1/2024 1:23:49 PM,-1.172798E-10,1.380292E-09
2/1/2024 1:23:50 PM,-1.153651E-08,1.14907E-08
2/1/2024 1:23:50 PM,-8.981281E-11,1.130399E-09
2/1/2024 1:23:50 PM,-2.625449E-08,2.604045E-08
2/1/2024 1:23:50 PM,-4.497971E-09,4.116953E-09
2/1/2024 1:23:50 PM,-5.130044E-09,5.151534E-09
2/1/2024 1:23:50 PM,-1.276243E-08,1.074834E-08
2/1/2024 1:23:50 PM,-8.74754E-10,1.487463E-09
2/1/2024 1:23:50 PM,-4.164155E-09,4.212641E-09
2/1/2024 1:23:50 PM,-5.343103E-09,5.371207E-09
2/1/2024 1:23:50 PM,-5.12983E-09,5.218577E-09
2/1/2024 1:23:50 PM,-1.837509E-08,1.815236E-08
2/1/2024 1:23:50 PM,-1.69729E-08,1.675724E-08
2/1/2024 1:23:50 PM,-1.552552E-08,1.47746E-08
2/1/2024 1:23:50 PM,1.918369E-10,1.599227E-09
2/1/2024 1:23:50 PM,-6.596764E-09,6.197331E-09
2/1/2024 1:23:50 PM,-6.425316E-11,1.172439E-09
2/1/2024 1:23:51 PM,-6.018392E-10,1.063324E-09
2/1/2024 1:23:51 PM,-1.196293E-08,1.186038E-08
2/1/2024 1:23:51 PM,-1.996499E-08,1.973043E-08
2/1/2024 1:23:51 PM,-1.022997E-08,1.072403E-08
2/1/2024 1:23:51 PM,-2.155558E-08,2.143288E-08
2/1/2024 1:23:51 PM,-9.64258E-11,1.569689E-09
2/1/2024 1:23:51 PM,1.990034E-11,8.406313E-10
2/1/2024 1:23:51 PM,-1.11095E-08,1.098311E-08
2/1/2024 1:23:51 PM,-1.193738E-08,1.183704E-08
2/1/2024 1:23:51 PM,-3.356297E-10,1.384221E-09
2/1/2024 1:23:52 PM,9.079709E-11,1.491929E-09
2/1/2024 1:23:52 PM,-1.226928E-10,1.387774E-09
2/1/2024 1:23:52 PM,-2.291767E-10,1.701493E-09
2/1/2024 1:23:52 PM,-1.910652E-08,1.88753E-08
2/1/2024 1:23:52 PM,-1.726329E-08,8.830273E-09
2/1/2024 1:23:52 PM,8.510703E-11,1.066273E-09
2/1/2024 1:23:52 PM,-1.045761E-11,1.278865E-09
2/1/2024 1:23:52 PM,-9.611404E-09,1.01465E-08
2/1/2024 1:23:52 PM,-6.628476E-09,6.636538E-09
2/1/2024 1:23:52 PM,2.024484E-10,1.489448E-09
2/1/2024 1:23:52 PM,-1.161983E-08,1.146691E-08
2/1/2024 1:23:52 PM,-1.371835E-08,1.370418E-08
2/1/2024 1:23:52 PM,-4.372847E-10,1.05923E-09
2/1/2024 1:23:53 PM,9.581064E-11,1.057021E-09
2/1/2024 1:23:53 PM,1.918984E-10,1.567177E-09
2/1/2024 1:23:53 PM,-1.356911E-08,1.3534E-08
2/1/2024 1:23:53 PM,-1.584618E-08,1.331082E-08
2/1/2024 1:23:53 PM,1.493295E-10,1.58765E-09
2/1/2024 1:23:53 PM,-1.173939E-08,1.149191E-08
2/1/2024 1:23:53 PM,-2.071719E-08,2.056337E-08
2/1/2024 1:23:53 PM,1.49268E-10,1.558486E-09
2/1/2024 1:23:53 PM,7.923228E-11,7.751605E-10
2/1/2024 1:23:53 PM,-5.544413E-10,1.172863E-09
2/1/2024 1:23:53 PM,-5.976561E-10,1.173145E-09
2/1/2024 1:23:54 PM,-1.636301E-11,1.111936E-09
2/1/2024 1:23:54 PM,-1.71329E-08,1.709598E-08
2/1/2024 1:23:54 PM,-6.552964E-10,9.545069E-10
2/1/2024 1:23:54 PM,-5.876508E-09,5.866224E-09
2/1/2024 1:23:54 PM,-2.217492E-08,1.42545E-08
2/1/2024 1:23:54 PM,1.918369E-10,1.692666E-09
2/1/2024 1:23:54 PM,-2.909453E-08,2.422513E-08
2/1/2024 1:23:54 PM,1.036535E-11,1.05252E-09
2/1/2024 1:23:54 PM,-1.900461E-08,1.879643E-08
2/1/2024 1:23:54 PM,-8.551611E-10,1.06103E-09
2/1/2024 1:23:54 PM,-4.14524E-10,1.041842E-09
2/1/2024 1:23:54 PM,8.510703E-11,1.596171E-09
2/1/2024 1:23:54 PM,-1.963958E-08,1.940056E-08
2/1/2024 1:23:54 PM,2.036171E-10,1.784851E-09
2/1/2024 1:23:54 PM,9.587231E-11,1.384313E-09
2/1/2024 1:23:54 PM,-9.180825E-09,9.888323E-09
2/1/2024 1:23:55 PM,-6.687408E-09,6.65862E-09
2/1/2024 1:23:55 PM,-6.818714E-10,1.046774E-09
2/1/2024 1:23:55 PM,1.629814E-19,7.339152E-10
2/1/2024 1:23:55 PM,-2.124505E-08,2.097675E-08
2/1/2024 1:23:55 PM,-6.841474E-09,6.756856E-09
2/1/2024 1:23:55 PM,-2.145915E-08,2.131718E-08
2/1/2024 1:23:55 PM,1.970042E-10,1.669897E-09
2/1/2024 1:23:55 PM,-1.772927E-08,1.753722E-08
2/1/2024 1:23:55 PM,9.03359E-11,1.593047E-09
2/1/2024 1:23:55 PM,-3.302166E-10,1.563686E-09
2/1/2024 1:23:55 PM,-2.49537E-08,2.461987E-08
2/1/2024 1:23:55 PM,-4.601286E-09,4.615837E-09
2/1/2024 1:23:55 PM,-2.288078E-10,7.508802E-10
2/1/2024 1:23:56 PM,-4.471887E-10,9.60146E-10
2/1/2024 1:23:56 PM,-3.307393E-10,9.583312E-10
2/1/2024 1:23:56 PM,2.183809E-11,1.046508E-09
2/1/2024 1:23:56 PM,-2.586614E-09,2.35074E-09
2/1/2024 1:23:56 PM,-1.975646E-08,1.95105E-08
2/1/2024 1:23:56 PM,-1.602496E-11,1.591136E-09
2/1/2024 1:23:56 PM,-1.266019E-08,9.000914E-09
2/1/2024 1:23:56 PM,-1.092674E-09,1.597669E-09
2/1/2024 1:23:56 PM,1.870079E-10,1.574135E-09
2/1/2024 1:23:56 PM,-1.772798E-08,1.630789E-08
2/1/2024 1:23:56 PM,-1.879715E-08,1.863129E-08
2/1/2024 1:23:57 PM,-2.670768E-09,2.754537E-09
2/1/2024 1:23:57 PM,-2.88675E-09,2.411981E-09
2/1/2024 1:23:57 PM,-2.289923E-10,8.425977E-10
2/1/2024 1:23:57 PM,-3.352609E-10,8.593439E-10
2/1/2024 1:23:57 PM,-2.665631E-09,2.748361E-09
2/1/2024 1:23:57 PM,-1.175565E-10,1.279627E-09
2/1/2024 1:23:57 PM,-1.313155E-08,1.297319E-08
2/1/2024 1:23:57 PM,-1.082431E-09,1.487788E-09
2/1/2024 1:23:57 PM,-1.83547E-08,1.824491E-08
2/1/2024 1:23:57 PM,-4.535924E-09,4.582391E-09
2/1/2024 1:23:57 PM,1.06576E-10,1.565616E-09
2/1/2024 1:23:57 PM,-3.477083E-08,3.42799E-08
2/1/2024 1:23:57 PM,-7.497015E-09,6.556074E-09
2/1/2024 1:23:57 PM,-2.240096E-10,1.174828E-09
2/1/2024 1:23:58 PM,-4.422059E-10,8.539178E-10
2/1/2024 1:23:58 PM,-1.78307E-08,1.757881E-08
2/1/2024 1:23:58 PM,-2.240096E-10,1.068778E-09
